id,name,policy,status,before_nodes,before_n_nodes,before_inputs,before_internal_nodes,before_nonconstant_rules,before_constant_rules,before_vacuous,before_out_uniform,before_out_uniform_nonvacuous,before_locally_unate,before_MIN,before_MAX,before_MIN_MAX,before_is_conjunctive,before_is_disjunctive,before_is_AND_NOT,before_is_OR_NOT,before_is_AND_OR_NOT,before_is_AND_OR,before_is_AND_OR_NAND_NOR,before_AND_OR_NOT_out_uniform,before_AND_OR_NAND_NOR,before_AND_OR_NAND_NOR_out_uniform,before_homogeneous_MIN,before_homogeneous_MAX,before_signed_operator_homogeneous_AND,before_signed_operator_homogeneous_OR,before_homogeneous_gate,before_positive_AND,before_positive_OR,before_affine,before_reciprocal_support,before_all_internal_self_regulated,before_all_self_loop,before_self_loop_count,before_is_monotone,before_switchable_to_monotone,before_positive_edges,before_negative_edges,before_non_unate_edges,before_has_multi_input_rule,before_edges,before_max_indegree,after_nodes,after_n_nodes,after_inputs,after_internal_nodes,after_nonconstant_rules,after_constant_rules,after_vacuous,after_out_uniform,after_out_uniform_nonvacuous,after_locally_unate,after_MIN,after_MAX,after_MIN_MAX,after_is_conjunctive,after_is_disjunctive,after_is_AND_NOT,after_is_OR_NOT,after_is_AND_OR_NOT,after_is_AND_OR,after_is_AND_OR_NAND_NOR,after_AND_OR_NOT_out_uniform,after_AND_OR_NAND_NOR,after_AND_OR_NAND_NOR_out_uniform,after_homogeneous_MIN,after_homogeneous_MAX,after_signed_operator_homogeneous_AND,after_signed_operator_homogeneous_OR,after_homogeneous_gate,after_positive_AND,after_positive_OR,after_affine,after_reciprocal_support,after_all_internal_self_regulated,after_all_self_loop,after_self_loop_count,after_is_monotone,after_switchable_to_monotone,after_positive_edges,after_negative_edges,after_non_unate_edges,after_has_multi_input_rule,after_edges,after_max_indegree,bijection_verified,fixed_points_exact,fixed_points_count_or_lower_bound,all_rules_out_uniform,after_signed_operator_homogeneous,before_signed_operator_homogeneous
005,FA-BRCA-PATHWAY,min_growth,complete,28,28,0,28,28,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,False,79,43,0,True,122,9,7,7,0,7,7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,7,False,False,15,11,5,True,31,6,True,True,0,False,,
005,FA-BRCA-PATHWAY,random,complete,28,28,0,28,28,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,False,79,43,0,True,122,9,7,7,0,7,7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,7,False,False,16,13,3,True,32,6,True,True,0,False,,
006,HGF-SIGNALING-IN-KERATINOCYTES,first,complete,68,68,6,62,62,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,97,6,0,True,103,4,8,8,6,2,2,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,True,8,2,0,True,10,5,True,True,72,False,,
006,HGF-SIGNALING-IN-KERATINOCYTES,min_degree,complete,68,68,6,62,62,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,97,6,0,True,103,4,7,7,6,1,1,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,False,True,3,1,0,True,4,4,True,True,72,False,,
006,HGF-SIGNALING-IN-KERATINOCYTES,min_growth,complete,68,68,6,62,62,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,97,6,0,True,103,4,7,7,6,1,1,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,False,True,3,1,0,True,4,4,True,True,72,False,,
006,HGF-SIGNALING-IN-KERATINOCYTES,random,complete,68,68,6,62,62,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,97,6,0,True,103,4,8,8,6,2,2,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,True,8,2,0,True,10,5,True,True,72,False,,
007,CORTICAL-AREA-DEVELOPMENT,first,complete,5,5,0,5,5,0,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,5,9,0,True,14,4,1,1,0,1,1,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,True,True,1,0,0,False,1,1,True,True,2,True,AND,
007,CORTICAL-AREA-DEVELOPMENT,min_degree,complete,5,5,0,5,5,0,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,5,9,0,True,14,4,1,1,0,1,1,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,True,True,1,0,0,False,1,1,True,True,2,True,AND,
007,CORTICAL-AREA-DEVELOPMENT,min_growth,complete,5,5,0,5,5,0,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,5,9,0,True,14,4,1,1,0,1,1,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,True,True,1,0,0,False,1,1,True,True,2,True,AND,
007,CORTICAL-AREA-DEVELOPMENT,random,complete,5,5,0,5,5,0,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,5,9,0,True,14,4,1,1,0,1,1,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,True,True,1,0,0,False,1,1,True,True,2,True,AND,
008,DEATH-RECEPTOR-SIGNALING,first,complete,28,28,3,25,25,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,33,12,0,True,45,4,8,8,3,5,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,18,8,11,True,37,8,True,True,27,False,,
008,DEATH-RECEPTOR-SIGNALING,min_degree,complete,28,28,3,25,25,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,33,12,0,True,45,4,6,6,3,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,6,5,4,True,15,6,True,True,27,False,,
008,DEATH-RECEPTOR-SIGNALING,min_growth,complete,28,28,3,25,25,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,33,12,0,True,45,4,6,6,3,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,9,5,4,True,18,6,True,True,27,False,,
008,DEATH-RECEPTOR-SIGNALING,random,complete,28,28,3,25,25,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,33,12,0,True,45,4,8,8,3,5,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,16,12,3,True,31,8,True,True,27,False,,
009,YEAST-APOPTOSIS,first,complete,73,73,13,60,60,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,95,19,0,True,114,12,15,15,13,2,2,0,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,2,False,False,7,1,0,True,8,6,True,False,257,True,OR,
009,YEAST-APOPTOSIS,min_degree,complete,73,73,13,60,60,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,95,19,0,True,114,12,15,15,13,2,2,0,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,2,False,False,7,1,0,True,8,6,True,False,257,True,OR,
009,YEAST-APOPTOSIS,min_growth,complete,73,73,13,60,60,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,95,19,0,True,114,12,15,15,13,2,2,0,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,2,False,False,7,1,0,True,8,6,True,False,257,True,OR,
009,YEAST-APOPTOSIS,random,complete,73,73,13,60,60,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,95,19,0,True,114,12,15,15,13,2,2,0,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,2,False,False,7,1,0,True,8,6,True,False,257,True,OR,
010,CARDIAC-DEVELOPMENT,first,complete,15,15,2,13,13,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,30,7,0,True,37,7,4,4,2,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,6,1,0,True,7,4,True,True,6,False,,
010,CARDIAC-DEVELOPMENT,min_degree,complete,15,15,2,13,13,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,30,7,0,True,37,7,4,4,2,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,6,1,0,True,7,4,True,True,6,False,,
010,CARDIAC-DEVELOPMENT,min_growth,complete,15,15,2,13,13,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,30,7,0,True,37,7,4,4,2,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,6,1,0,True,7,4,True,True,6,False,,
010,CARDIAC-DEVELOPMENT,random,complete,15,15,2,13,13,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,30,7,0,True,37,7,4,4,2,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,6,1,0,True,7,4,True,True,6,False,,
011,GUARD-CELL-ABSCISIC-ACID-SIGNALING,first,complete,44,44,4,40,40,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,53,25,0,True,78,5,7,7,4,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,5,6,0,True,11,5,True,True,16,False,,
011,GUARD-CELL-ABSCISIC-ACID-SIGNALING,min_degree,complete,44,44,4,40,40,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,53,25,0,True,78,5,7,7,4,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,6,6,0,True,12,6,True,True,16,False,,
011,GUARD-CELL-ABSCISIC-ACID-SIGNALING,min_growth,complete,44,44,4,40,40,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,53,25,0,True,78,5,7,7,4,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,6,6,0,True,12,6,True,True,16,False,,
011,GUARD-CELL-ABSCISIC-ACID-SIGNALING,random,complete,44,44,4,40,40,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,53,25,0,True,78,5,7,7,4,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,6,6,0,True,12,6,True,True,16,False,,
012,T-CELL-RECEPTOR-SIGNALING,first,complete,101,101,7,94,94,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,128,30,0,True,158,6,10,10,7,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,9,7,0,True,16,7,True,True,104,False,,
012,T-CELL-RECEPTOR-SIGNALING,min_degree,complete,101,101,7,94,94,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,128,30,0,True,158,6,9,9,7,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,6,3,0,True,9,5,True,True,104,False,,
012,T-CELL-RECEPTOR-SIGNALING,min_growth,complete,101,101,7,94,94,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,128,30,0,True,158,6,9,9,7,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,6,3,0,True,9,5,True,True,104,False,,
012,T-CELL-RECEPTOR-SIGNALING,random,complete,101,101,7,94,94,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,128,30,0,True,158,6,10,10,7,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,9,7,0,True,16,7,True,True,104,False,,
013,CHOLESTEROL-REGULATORY-PATHWAY,first,complete,34,34,2,32,32,0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,37,4,0,True,41,3,2,2,2,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,4,True,,
013,CHOLESTEROL-REGULATORY-PATHWAY,min_degree,complete,34,34,2,32,32,0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,37,4,0,True,41,3,2,2,2,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,4,True,,
013,CHOLESTEROL-REGULATORY-PATHWAY,min_growth,complete,34,34,2,32,32,0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,37,4,0,True,41,3,2,2,2,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,4,True,,
013,CHOLESTEROL-REGULATORY-PATHWAY,random,complete,34,34,2,32,32,0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,37,4,0,True,41,3,2,2,2,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,4,True,,
014,T-LGL-SURVIVAL-NETWORK-2008,first,complete,61,61,7,54,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,110,83,0,True,193,7,17,17,7,10,10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,10,False,False,45,32,8,True,85,13,True,True,172,False,,
014,T-LGL-SURVIVAL-NETWORK-2008,min_degree,complete,61,61,7,54,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,110,83,0,True,193,7,16,16,7,9,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,9,False,False,31,22,5,True,58,11,True,True,172,False,,
014,T-LGL-SURVIVAL-NETWORK-2008,min_growth,complete,61,61,7,54,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,110,83,0,True,193,7,16,16,7,9,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,9,False,False,31,22,5,True,58,11,True,True,172,False,,
014,T-LGL-SURVIVAL-NETWORK-2008,random,complete,61,61,7,54,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,110,83,0,True,193,7,16,16,7,9,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,9,False,False,30,26,6,True,62,12,True,True,172,False,,
